,Datetime,Tweet Id,Text,Username
10,2021-09-15 05:12:10+00:00,1438007713657593858,@amazonpay  customer care number 7742458914,KishorKuthadi
11,2021-08-23 17:06:28+00:00,1429852554221920269,@amazonIN Today  I had booked a train ticket but it debited twice the amount from my account. Order id40406822771769161. I try to complaint on Amazon customer care but it irritates. As they changed the executive without filing the complaint.@amazonpay,Satyam99674036
12,2021-08-07 14:24:56+00:00,1424013693310816264,"@amazonpay
@alexa99
@amazonmusic
@amazonnews
@amazonprimenow
@PMOIndia
@CMOMaharashtra . 

Amazon company is very bad Company. Not service good. Employees and customer care services is very Bad.. I am using my Amazon account.. Number is 7084623684,
I am order to tide 8kg ..",VijayMa67903332
13,2021-08-01 18:15:11+00:00,1421897312624807940,"@amazonIN @amazonpay
My order id is 40836872215396321
I've returned the order on 14 July. And it's been 18 days, I've not received my refund yet. Your customer care executive always used to extend my date. They always ""just wait for 3-4 days , we'll initiate your refund.""",himanshu1710e
14,2021-07-29 06:01:42+00:00,1420625560795897857,"@PrimeVideoIN @amazonIN @ajassy @JeffBezos This is very disgusting and trust issue with Amazon for the buyers.. There is no data security from Amazon not sure how @amazonpay  is secured?? 
I am getting calls from this number.. 
+919831616982 
Pls take care of Customer!!",arunsoul
15,2021-07-24 05:50:52+00:00,1418810895531225098,"@justvoot I bought the yearly subscription last night. My amount is deducted through @amazonpay &amp; the subscription is not getting processed. You guys donot have a Customer care Number as well.
You are not a believer of replying to emails as well.

Login Number : 7999747317 https://t.co/oFWy5QdTH5",TanmayMaheshwa7
16,2021-07-06 08:50:58+00:00,1412333236814974983,"@GooglePayIndia @GooglePay Filed a complaint on March 7,21 case I’d[7-5580000031199]. Still no response from customer care team. How long should I wait more to get it resolved ??@PhonePeSupport @Paytm @amazonpay",rehan__wazir
17,2021-07-02 11:50:32+00:00,1410928876310564867,"@amazonpay, never use amazon pay apeal to every one, my 10000 rupey from my account but not credited in another account .but customer care not taking my complaints.shame on you .Very poor services, 117508439941 my trans id  , बहुत घटिया कंपनी है tumari ,tum  साले डकेट हो",armangri16
18,2021-06-18 15:29:15+00:00,1405910488047775745,"@ICICIBank_Care @amazonpay 

application no. 8201913250452...may i know why my application for credit card was rejected...i wasn't even informed...this is all just a joke... fooling customers to make money",kaustavjain
19,2021-06-08 16:56:25+00:00,1402308545756893185,"@AmazonNews_IN @amazonIN @milaapdotorg @amazonpay @swasthorg @actgrants Worst Company Cheat Company 
Have ordered but upon receiving found wrong product Customer care  suggested initiate refund instantly but after return  they now saying will initiate refund after we receive ur product.
Anuj Agarwal 9997039921 anujmclab@gmail.com",anujmclab
20,2021-05-21 11:04:20+00:00,1395696957515993089,@amazonpay disappointed with ICICI and Amazon pay. Card genuine application rejected 8201912562087 due to their flawed procedures. Do not recommend. Customer care is difficult to get through. ICICI is like this but did not expect from Amazon.,NephYasir
21,2021-05-14 10:39:52+00:00,1393154087122706434,@amazonpay @JeffBezos My Amazon pay account has been blocked tried calling customer care and sent multiple emails and there is no response my mobile number is 9063388404 and I have tried all possible ways but no use I'm unable to sign in to my account plz hlp,GShravany
22,2021-03-31 06:44:19+00:00,1377149743457988612,@amazonpay I wanna close my amazon pay later facility. I have called customer care to close that. They assured me that it will be close  but till now it available to spend or it show in my account why? Please close my amazon pay later account. Acc. 9813833298,arifmeo111
23,2021-03-30 09:21:48+00:00,1376826986849439746,"@amazon @amazonpay Dear Amazon 
Can u provide me contact number of Amazon pay customer care number try to this number180030009009 only showing busy",AadiVer06092495
24,2021-03-24 06:22:59+00:00,1374607659471532034,"@amazonpay @ICICIBank_Care I have applied for Amazon pay icici credit Card with application no 8201909716909 on 13 March..but till now not received any response from your end.. pathetic and 3rd class customer care service,😡..I want current status of my application right now",ArunR_Guru
25,2020-02-05 15:12:21+00:00,1225074688402919425,"@amazonpay 
Cashback not credited after getting mail.
Customer Care executive told we will from our side bt after a week nothing happen.
If you can't give then don't give offer.
Mobile no - 9693496557 https://t.co/fOB2KPv0ZX",sufi1900
26,2019-12-31 08:43:08+00:00,1211930775706165249,"I'm trying to request for a replacement card for my lost Amazon Pay ICICI credit card. But when I call the customer care @ 18001020123, the call gets disconnected after the welcome message. So how do I get a replacement card? @ICICIBank_Care @ICICIBank @amazonpay @amazonIN",arulmrr
27,2019-12-05 14:09:13+00:00,1202590754553483264,"I have recharged my Jio number via Amazon pay on 1-9- 2019,the order was successful but Jio customer care is saying that we have not received any request .now they are avoiding me . It's a mental harassment. Please help me on 8178062819. @amazonpay @reliancejio @ConsumerReports https://t.co/dGoSf8iTUU",SIDDHAR55896692
28,2019-12-02 14:44:14+00:00,1201512402849685504,Raised a complaint last month to know about the remaining EMI for @amazonpay nor there is any information available on the website.Still there is no information from customer care @amazonIN .Complaint ID 0417769626,sujith_b1
29,2019-09-05 12:20:27+00:00,1169586084302319620,"@ICICIBank_Care i mailed multiple times &amp; even tried to call customer care more than 5times, i'm fed up by this hopeless service, which is wasting my lot of valuable time.. check my call recordings , my reg n.o :9702074774 &amp; 9082016841
@amazonpay need answers ASAP",Maksood75694629
30,2019-07-17 13:49:48+00:00,1151489180083486722,"@ICICIBank_Care @amazonpay @amazonIN I was told that some guy would come today by 7 pm to pickup my documents for Amazon Pay Credit Card, but no one has come and the when I am calling on customer care number 7303099693 provided no one is picking the call. https://t.co/Pj4i3ASvBx",kunbelievablev
31,2019-07-11 07:08:23+00:00,1149213833094807552,"@ICICIBank_Care please contact me at 9492065995 for my Amazon pay icici credit card where i have entered wrong application details and would like to reregister it. I am not able to contact you via you customer care details.
Cc: @amazonpay @AmazonHelp",Ranjeetksj
32,2019-06-17 10:32:19+00:00,1140567843529826304,@Paytm 6289738051 is no se call aai ar usne paytm customer care ban ke baat kiya aur mere 6300 rupee hack kar liye upi ke through paytm ab payment ke liye ek dam secure nai hai na hi kabhi aap log bank account link kare paytm se maine FIR kiya h @GooglePay @amazonpay @PhonePe_ https://t.co/XoM71bpmWx,AtaurHashmi
33,2019-04-01 00:56:10+00:00,1112518985709318144,"Hey @VodafoneIN , reference number ONR1904010602170008, kindly provide with an update as your highly incompetent customer care Executives are not at all able to provide any update... Recharged using @amazonpay  @amazonIN",smartakki
34,2019-01-15 11:14:28+00:00,1085133107974402048,@amazonpay customer care number 9005090100,C9005090100
35,2018-11-20 14:13:59+00:00,1064884566240841735,"@swiggy_in @SwiggyCares didn't get the refund for my canceled orders #25373373286 and #25373069305 (paid through @amazonpay), called the customer care many times but, they say refund is initiated, canceled on 15th Nov, and still waiting for the refund, WTF is happening.?",imamir27
36,2018-11-03 16:45:26+00:00,1058762085495160833,"@airtelindia I made payment via @amazonpay and order was successful still paid amount shows as pending! Here is the operator reference number: HGA1P071690002259565 
I contacted airtel customer care and they refused to help stating 3rd party app being used! Can 2 of you sort this?",deven_pandey
37,2018-10-14 11:45:26+00:00,1051438828299276292,"@SwiggyCares I used coupon 40% cash back for payment made by @amazonpay but didn’t get the cash back as stated after making the payment. Usually, I’ll get the cash back immediately after the payment is made. Order no: 22591128149. I chatted with customer care but poor response.",SamuelRao
