,Datetime,Tweet Id,Text,Username
10,2021-05-19 04:10:36+00:00,1394868064500342787,"@GooglePay @sundarpicha
 Bill payment transaction failed and created case ID [2-2245000031359]. 
Its been long time and no response from customer care service. Did multiple follow ups. Amount debited from my card. Please resolve ASAP.",subbujnv
11,2021-05-05 07:20:04+00:00,1389842315645132804,"@GooglePay @GooglePay Customer Care Number
8809753686//8809753686",Pay8809753686
12,2021-05-05 07:18:53+00:00,1389842017371320321,"@GooglePay Customer Care Number
8809753686//8809753686
@GooglePay Customer Care Number
8809753686//8809753686",Pay8809753686
13,2021-05-05 07:18:38+00:00,1389841953429151745,"@GooglePay Customer Care Number
8809753686//8809753686",Pay8809753686
14,2021-04-07 06:47:36+00:00,1379687284761501698,"@GooglePay @GooglePayIndia 
@Google @sundarpichai This is so shameful that such a big company is not able to resolve a case from last 3-4 months.
Case Id :  [6-7809000030463]
Your customer care is pathetic and this wasn't expected from a company like Google.",arpit_madan
15,2021-04-01 07:46:01+00:00,1377527656875388928,"@GooglePay @Worst customer care, money deducted 5 months ago, but no solution til now! Transction id-033618932341 https://t.co/z5QgifqXV8 https://t.co/MokELi2lF9",rajiv49219
16,2021-02-20 06:48:18+00:00,1363017619951943680,@GooglePayIndia @GooglePay i have placed order using googlepay ..my amount got debited and neither order placed and neither amount refudned back...pathetic ...UPI trsnctn id : 116495178243403391101...no response frm customer care too...disappointing service,surbhi_1990
17,2020-12-29 11:01:24+00:00,1343874754885734401,"@HThadegallu @GooglePay @TRAI @JagoGrahakJagoo @airtelindia Dear Sir, our customer care team has been trying to reach you on your registered mobile number but couldn't connect. Kindly provide us an alternate number to reach you or call our 24/7 call center @ 18001037575 / 18001237575 / 7601012345.",SUNDIRECTIndia
18,2020-12-21 10:55:18+00:00,1340974118460477441,@SUNDIRECTIndia @vijaytelevision @Paytm @GooglePay Hi guys thank you for calling.. I have sent the transaction details to the customer care gmail id from my gmail id abineshlibra@gmail.com . I hope you guys resolve and refund as soon as possible.. For any info contact 9061684707.,Pakkudu4
19,2020-06-07 12:14:54+00:00,1269603741684006912,@GooglePayIndia6 @GooglePayIndia @GooglePay #GooglePayIndia6_is_fake. Someone replied my tweet to help as Customer Care. He is demanding my Transaction Pin to resolve my problem regarding pending payment. Please verify this account &amp; contact no. 9044435397  @TwitterSupport @verified @TwitterIndia @GooglePayIndia @GooglePay https://t.co/4vLrlKDBrz,advakash2009
20,2020-03-01 06:51:34+00:00,1234008358526443521,"A transaction is made on 21-02-20 22:42:37 of ₹10,500 by @GooglePay UPI Ref no 005222082568

A complain is registered on 22-2-2020 on @pnbindia Customer care services.

Transaction accounts from @pnbindia account to @AxisBank account

But still payment is not created.",PushkarPrashar
21,2020-01-07 19:07:03+00:00,1214624504829235200,"@GooglePayIndia @GooglePay, I want to report a fraud transaction but your customer care number does not pick up at all. Is this the correct number ? 18004190157. 
Can someone please help in this. It's urgent.",abhishe87375808
22,2020-01-06 05:33:39+00:00,1214057419409506304,@JANMEJAY_NAYAK_ @GooglePay @GooglePayIndia @PhonePe_ @UPI_NPCI @NPCI_NPCI Plz don’t warry to contactphonepe customers care number:07439178073.we help u.,Phonepe36648382
23,2020-01-05 16:15:21+00:00,1213856520498114560,@Abhirampradhan @BlueDartCares @GooglePay @GooglePayIndia Plz don’t warry to contact Bluedart customers care number :07439178073.we help u.,Phonepe36648382
24,2020-01-04 11:30:26+00:00,1213422431592800257,@ParT48856409 @Paytmcare @Paytm @Flipkart @amazonIN @PhonePe_ @FreeCharge @GooglePay Plz don’t wary to contact paytm customers care number:7439178073,Phonepe36648382
25,2019-12-31 10:07:30+00:00,1211952007314997248,"@GooglePay message recieved but amount not recieved in bank amount, customer care not responding, third  class service..9811553689, TID 936514737187 ,Rs.1000 and 936514138768 , Rs 1700.pls kind attention...",Eyeatcare
26,2019-12-29 14:02:33+00:00,1211286387187572736,"Dear GP,

Please respond on customer care (18004190157), Continuously calling in this but didn't get any response please confirm the Transaction details for (URN- 935722251385 &amp; 52347) Amount is debited from my Bank account. @GooglePayIndia @GooglePay",AbxPandey
27,2019-12-29 04:39:06+00:00,1211144586292105217,@GooglePayIndia @GooglePay is not returning cancelled railway ticket amount for PNR 8326667023 even after repetitive complains to customer care. @jagograhakjago,jainsrbh
28,2019-12-25 17:00:37+00:00,1209881645395787776,@GooglePayIndia @GooglePay what's wrong with your app. Tried many time but stuck at UPI pin creation. Called your customer care gave me this case id 9-3905000029183 plz look into this.,sufyankhansaab
29,2019-12-25 15:51:39+00:00,1209864290351468544,"@GooglePay 
I'm trying to reach your customer care on this number 18004190157 from past one week but unable to connect with executive.can you please help me to solve my query?",vikram_wadhwani
30,2019-12-10 09:13:53+00:00,1204328370378399745,Dear @GooglePay @GooglePayIndia kindly upgrade your service of customer care. I called you at 18004190157 where u kept me waiting fr 9 - 12 minutes to talk to your officer. Today It happend for 4 times consecutively. Calculate the time you waste! #wasted #my #time,nikhiltoke25
31,2019-12-07 10:48:24+00:00,1203264994567049216,"@googlepay customer care number 
👉🏿08509096725Any time any 👉🏿👉🏿👉🏿problem complaint number state bank exercises she service verify 24☝🏿👉👉👉👉👉👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️👍👍👍👍👍👍👍👍👍👍👍
☝🏿☝🏿☝🏿☝🏿☝🏿☝🏿☝🏿☝🏿☝🏿☝🏿☝🏿☝🏿
🤙🏻🤙🏻🤙🏻🤙🏻🤙🏻🤙🏻🤙🏻🤙🏻🤙🏻🤙🏻🤙🏻🤙🏻🤙🏻🤙🏻🤙🏻🤙🏻🤙🏻🤙🏻🤙🏻🤙🏻🤙🏻🤙🏻🤙🏻🤙🏻",pipsa03078055
32,2019-12-07 04:28:39+00:00,1203169425874046976,@GooglePay I received a text with a link from number (7980639078) to do KYC for Gpay. Also got a call from that number claiming they are Gpay customer care and asked to click the link in the text message to complete Gpay KYC. Please spread awareness among users about this scam. https://t.co/Sp853PB9fj,siva_sankar001
33,2019-11-18 16:26:22+00:00,1196464673622675458,"@GooglePay 
I am writing again with support id's
 6-0832000028377
4-1582000028341
Its been more than 20 days i escalated the issue. Everytime I call the customer care, they ask me to wait for 3 business days but I am really not sure really how many days == your 3 business days.",tarun_goyal1991
34,2019-11-16 18:23:39+00:00,1195769415033180162,"haven't received failed transaction amount yet.from 8th august. When ever i called to Customer Care , they told your complaint is under process,Transaction Id : 100001981790693 .
Complaint id: 8_5703000027439 (Given by customer care) @GooglePayIndia  @GooglePay",imrahul7577
35,2019-11-11 15:03:54+00:00,1193907205805752320,"@Google 
@GooglePay -
Hi team- not refund my amount yet in my bank account &amp; whenever i mailed to customer care didn't get response from them,both transition had been failed as you can see in attached screenshots.
Transition 1- 930720557934 failed 
Transition 2- 930720562743 fail https://t.co/MZXBwjWdo3",AmitrajputIm
36,2019-11-05 10:39:03+00:00,1191666226684030976,"@souparnoa @Bankofindia_BOI @FinMinIndia @thewire_in @sumonseng @NilotpalBasu1 @GooglePay @ICICIBank Hi, Bank never asks for any such details from customers and never share their customer details with anyone. If you receive any alerts of any suspicious transactions in your account, immediately contact your Branch or BOI customer care center on 022-40919191/1800220229/18001031906",BankofIndia_IN
37,2019-10-29 15:34:24+00:00,1189203842212089856,"@GooglePay
@GoogleIndia
My Google pay account registered with email uak.17121993@gmail.com &amp; 8433457887 has been blocked. I have to get my amount.Your customer care help line no 04068183299 is not receiving my call.Tell me what to do?This kind of irresponsibility is not expected https://t.co/BuDIkup0Zn",iamuakhan
38,2019-09-24 03:39:50+00:00,1176340437709180928,I tried booking air ticket from @YatraOfficial through @GooglePay using my @HDFC_Bank account on 22nd July.Ticket was not booked but money was deducted. I have raised complaint in customer care of all since then and it still remains unresolved.Upi transaction I'd is 920302643314.,manish_lohani
39,2019-09-23 12:17:37+00:00,1176108355149893633,Very inconvinence occuring with @GooglePayIndia @GooglePay @ICICIBank and the customer care executives are also not helping me with the problems faced by me very very poor work .. please look into it 8866681007 please contact me https://t.co/9ZIv9lQLrG,palav_jain
40,2019-09-18 12:16:05+00:00,1174296028884791296,"@GooglePay @KotakBankLtd 

My friend send me 6000 rs on 23 july19, it got failed, due to google customers care we got frauded for 27500, Still struggling for 6000 rs, really fed up with google pay, had complained multiple times with bank and police station. Tran id : 920419621081",Aakashrocks143
41,2019-09-18 03:58:55+00:00,1174170915392937986,@GooglePay customer care number 6289951184,SALMANKUMAR15
42,2019-08-23 06:22:26+00:00,1164784944956055553,"@GPay51787988 @GooglePay bkxcvbjxcvjkvcvnjvcvs
@googlepay

 customer care number
7735790148===7735790148@@@@
7735790148©©©7735790148@@
#googlepay customer care number
7735790148®®®7735790148@@@",ItzSomu
43,2019-08-23 06:22:16+00:00,1164784902849482754,"@GPay51787988 @GooglePay #googlepay customer care number
7735790148©©©@7735790148@@
kfbsdfkbxcvjncvvc
7735790148®®®7735790148@@
@googlepay

 customer care number
7735790148===7735790148@@@@
7735790148©©©7735790148@@
#googlepay customer care number
7735790148®®®7735790148@@@",ItzSomu
44,2019-08-23 06:22:09+00:00,1164784875343269888,"@GPay51787988 @GooglePay #googlepay customer care number

,.jfbvkjsvkjskjdfvukhgf
7735790148®®®7735790148@@
@googlepay

 customer care number
7735790148===7735790148@@@@
7735790148©©©7735790148@@
#googlepay customer care number
7735790148®®®7735790148@@@",ItzSomu
45,2019-08-23 06:21:46+00:00,1164784779620843520,"@GPay51787988 @GooglePay .,fjn.zdfgljnlidrhgiojh#googlepay customer care number
7735790148©©©@7735790148@@
#googlepay customer care number
7735790148®®®7735790148@@
@googlepay

 customer care number
7735790148===7735790148@@@@
7735790148©©©7735790148@@
#googlepay customer care number",ItzSomu
46,2019-08-23 06:19:29+00:00,1164784202392330241,"@GPay51787988 @GooglePay #googlepay customer care number
7735790148©©©@7735790148@@
#googlepay customer care number
7735790148®®®7735790148@@
@googlepay

7735790148®®®7735790148@@@;hdf;ahfd;h;h;jh",ItzSomu
47,2019-08-23 06:19:10+00:00,1164784124592156672,"@GPay51787988 @GooglePay kjnfk;janf;vjklna

 customer care number
7735790148===7735790148@@@@
7735790148©©©7735790148@@
#googlepay customer care number
7735790148®®®7735790148@@@",ItzSomu
48,2019-08-23 06:18:52+00:00,1164784047442157570,"@GPay51787988 @GooglePay #googlepay customer care number
7735790148©©©@7735790148@@
#googlepay customer care number
7735790148®®®7735790148@@
@googlepay",ItzSomu
49,2019-08-23 06:18:37+00:00,1164783986104623105,"@GPay51787988 @GooglePay #googlepay customer care number
7735790148©©©@7735790148@@
#googlepay customer care number
7735790148®®®7735790148@@
@googlepay

 customer care number
7735790148===7735790148@@@@
7735790148©©©7735790148@@
#googlepay customer care number
7735790148®®®7735790148@@@",ItzSomu
50,2019-08-06 05:20:29+00:00,1158608760836780032,"@GooglePay Maine Google search me Google pay customer care no 6289546919, 6289292176,9289458249 searches kiya too ye  sabhi number aya fir in sabhi number pe call kiya or bola ki aap apne Google pay app open kare fir process kare refund ka option ayega apke account me jitna",karambirsingh01
51,2019-07-25 11:57:55+00:00,1154360124040871936,"Recharged my airtel dth (id: 3030053072) using google pay around 2 hours back. Amount has deducted frm bank account but recharge is still in progress. Spoke to customer care, as per them this is network issue &amp; can take upto 3days to resolve. Great app
@GooglePay @GooglePayIndia",AETweet20
52,2019-07-24 12:07:25+00:00,1154000129910661120,@GooglePay How to connect with your customer care. Trying to reach in this number 8600791598 since the last many days. Not able to connect. 10000rs  has been deducted from my account.,jaydinesh2
53,2019-07-14 14:46:13+00:00,1150416211567497217,"@Google @GooglePay tried to search customer care no. on Google. Found 1 link which wz on 2nd no. in search list, having toll free no. Dialled that no.,a guy picked &amp; directly asked my account balance. Understood that it's a fraud. Can you take necessary action.
No.-18002082670 https://t.co/Ttab6xd8ps",mishrapankaj11
54,2019-07-08 18:09:09+00:00,1148292956446552064,"@GooglePay #googlepay customer care number
::::6289308070:::::6289308070:::::::
::::6289308070:::::6289308070:::::::
::::6289308070:::::6289308070:::::::
::::6289308070:::::6289308070:::::::
Google pay customer care number",OkGooglePay1
55,2019-06-25 07:16:55+00:00,1143417772472336384,"@SwiggyCares @swiggy_in @GooglePayIndia @GooglePay 
Order no: 44374681067
placed on swiggy. While making an order we saw a coupon code GPAY150. which was for getting cashback of 150/-. While asking customer care they told wait for 24 hrs. But till no cashback I got.",MathsExpert_
56,2019-06-17 10:32:19+00:00,1140567843529826304,@Paytm 6289738051 is no se call aai ar usne paytm customer care ban ke baat kiya aur mere 6300 rupee hack kar liye upi ke through paytm ab payment ke liye ek dam secure nai hai na hi kabhi aap log bank account link kare paytm se maine FIR kiya h @GooglePay @amazonpay @PhonePe_ https://t.co/XoM71bpmWx,AtaurHashmi
57,2019-06-13 07:54:54+00:00,1139078678082609154,"@GooglePay R/sir 
  My 2000/- upi-909418094530 transaction nor completed neither deposited back to my account  .Pending from 4 apirl https://t.co/cfrXNZNB5z help concerned authority and many time I talk to customer care but my problem not solved.",Sam_6542
58,2019-06-06 14:29:27+00:00,1136641252495986690,@GooglePay This to inform you that my account with no. 8240117354 is not working from 15th may and I have been contacting many times to the customer care but every time they are saying that your matter has been elsclated to the technical team. Please look into the matter asap.,PulkitM10
59,2019-05-15 03:00:00+00:00,1128495216237801472,@GooglePlay @GooglePay customer care number 6371994581///6289610316 https://t.co/7rkzzgKEj6,RajeshK27857041
60,2019-04-19 15:16:48+00:00,1119258552139255809,@GooglePay customar care halpline nambar 6291607379//9297775277. Customer.suport https://t.co/toPF4vXTIw,WarmaRanjit
61,2019-04-13 03:10:18+00:00,1116901395905404929,@GooglePay Google pay customer care number 9518996554,CHIKKAIAH10
62,2019-03-15 09:14:43+00:00,1106483857941917696,"@GooglePay customer care number @@6005304316@
6005304316@@6005304316@",Bhosari1
63,2019-03-15 09:07:18+00:00,1106481990386081792,"@GooglePay customer care helpline number 
6005304316
6005304316
6005304316
6005304316
6005304316
6005304316
6005304316
6005304316",Bhosari1
64,2019-03-15 08:04:43+00:00,1106466240875225088,"#google_pay_customer_care_helpline_number_9933515435 @googlepay customer care number 8837805490
Google pay customer care number 9933545135",YogeshT08492747
65,2019-03-06 12:07:35+00:00,1103265867171749889,"@GooglePay @GooglePayIndia 
Cheated , some one called me that he is calling from google pay customercare and want some detail
I gave the detail by mistake &amp; he widrowal Rs 29K from my acc.
Google should refund my money as google pay app is not safe. mo. 8979578088",Amit03336444
66,2019-02-26 15:37:22+00:00,1100419558966407169,@GooglePay Google Pay Customer Care Number 6289143540 / https://t.co/Ls4ZdQF8m9 Pay Customer Care Number 6289143540 / 9337710197,GooglePAy12
67,2019-02-26 15:37:03+00:00,1100419481384366080,@GooglePay Google Pay Customer Care Number 6289143540 / 9337710197,GooglePAy12
68,2019-02-20 15:35:29+00:00,1098244759242473478,@GooglePay customer care number=7091182875=9523727723 https://t.co/vVKfwsO1zU,raj96674025
69,2019-02-20 15:29:46+00:00,1098243319711162368,@G776308389 @GooglePay customer care number=7091182875=9523727723,raj96674025
70,2019-02-20 15:21:11+00:00,1098241161704009729,@GooglePay customer care number=7091182875=9523727723,raj96674025
71,2019-02-20 13:32:02+00:00,1098213690330005504,"I transferred amount on 12 feb, 
Please tell me status of transaction with ref no 
P1902121504572049620317
Your customer care executives are not responding properly, please help me to refund my 30k @PhonePe_ @PhonePeSupport @GooglePay @Paytm",jadhavmanoj01
72,2019-02-18 08:03:18+00:00,1097406188377931776,@GooglePay @rhettandlink @StJude # google pay customer care number 09162849864,SonyKum13219408
73,2019-02-18 08:02:08+00:00,1097405892809478146,@GooglePay Google pay customer care number 09162849864,SonyKum13219408
74,2019-02-11 07:16:08+00:00,1094857602725343232,@GooglePay Google pay customer care helpline number 7004972038=f,CustomerCusto13
75,2019-02-07 12:02:04+00:00,1093480008054583296,"@GooglePay  customer care number 
8578085285//9903632019
Any problem solve toll free number official website head office Mumbai",Barikumar3
76,2019-02-06 04:52:14+00:00,1093009450292662272,@GooglePay  with Case ID [2-2723000024689] my money not refunded yet . It has been more than 2 months my money got stuck in your account. Need urgent help. Customer care supprt giving only false promise.,Dipakma06432705
77,2019-02-05 13:02:03+00:00,1092770328332230656,"@MTNLOfficial Your cc doesnt even know what to do. They provided me the no. 9422124365. Which is ""switched off"" How can a customer care no. Is switched off? He is saying that this plan does not exist @GooglePayIndia @GooglePay https://t.co/tjf1rFpaVZ",JafferiSalman
78,2019-02-05 11:08:15+00:00,1092741689498890240,@GooglePay  with Case ID [2-2723000024689] my money not refunded yet . It has been more than 2 months my money got stuck in your account. Need urgent help. Customer care supprt giving only false promise.,Dipakma06432705
79,2019-01-30 19:34:15+00:00,1090694701487779845,"@GooglePay @GooglePay  Customer care number 6297113462==6297846373..
Customer Service Number office 6297113462==6297846373..",Raja54305282
80,2019-01-30 19:34:09+00:00,1090694674220630016,"@GooglePay  Customer care number 6297113462==6297846373..
Customer Service Number office 6297113462==6297846373..",Raja54305282
81,2019-01-28 05:37:26+00:00,1089759334379081728,@GooglePay Customer Care Helpline No 06294028295.//.09123326395 ... .spp,Custome75218058
82,2019-01-15 15:22:17+00:00,1085195471570653186,"Still no refund and no support from customer care team, 10K Payment was made through Google Play from PNB accnt.

Instead of any support Google Pay team asking for follow them on twitter 

@pnbindia @sundarpichai @GooglePay @RBI @_DigitalIndia @PMOIndia

Br
Israr Ahmad
7417791670 https://t.co/bivvumuhxT",Ahmad_Ansari1
83,2019-01-15 10:50:13+00:00,1085127003643142144,@GooglePay customer care number 9005090100,C9005090100
84,2019-01-14 07:49:33+00:00,1084719150960848897,@G776308389 @GooglePay Google Pay customer care helpline number//7763083898//6291971453//7091805567....,RahulSh11824141
85,2019-01-14 07:49:22+00:00,1084719106987675648,@G776308389 @GooglePay Google Pay customer care helpline number//7763083898//6291971453//7091805567......,RahulSh11824141
86,2019-01-13 15:04:36+00:00,1084466247029280768,"Chasing customer care team from day 1

Transaction done by my friend undersigned.... Humbly waiting for quick response and solution 

@GooglePay @pnbindia @sundarpichai

Regards
Israr Ahmad
7417791670 https://t.co/XcsC5jlq3Q",Ahmad_Ansari1
87,2019-01-12 04:37:45+00:00,1083946107380555776,@G776308389 @GooglePay Google pay customers care number//7763083898//6291-97-1453//-7091-80-5567. https://t.co/YtIw62qAAF,RahulSh11824141
88,2019-01-06 13:29:15+00:00,1081905536810078208,@GooglePay Google pay Customer care number 9523442593//7739253670,H9523442593
89,2018-12-29 07:25:33+00:00,1078914907893088256,I transferred money (2900 rupees) from SBI to BOB Grameen bank by @GooglePayIndia on 5 October the money is deducted my account but don't get receiver account. My Google pay no. 9549535633 I called customer care of @GooglePay 10-15 time. But don't get proper solution.,Viku_Vikash28
90,2018-12-25 05:24:34+00:00,1077434909046693888,@GooglePay customer care number one 7044803366,JignaKhan
91,2018-12-13 07:54:03+00:00,1073123873753722880,"SBI REVERSE TRANSECTION OCCUR AMOUNT DEDUCTED BUT NOT RECEIVED IN MY ACCOUNT UPI 834612720190 PLZ CHECK &amp; SOLVE THE ISSUE , CUSTOMER CARE NOT PICKING THE CALL (Long wait on call only)@GooglePay @TheOfficialSBI @UPI_NPCI @narendramodi @PMOIndia",shabbir553
92,2018-11-02 09:07:46+00:00,1058284519877472257,"@GooglePay Really unhappy with the level of unprofessionalism of customer care executives giving false promises, issue not resolved over a month and even not provide updates after timeline dates. Case ID [1-7521000023671]",tanumoyghosh06
93,2018-10-14 05:34:35+00:00,1051345502233448448,@GooglePay Today (01.10.2018) I called on provided customer care number (8280673037) to refund my money. System forced me to select a refernce number and conveyed i will money back after selecting this reference number.,Dhananj05641222
94,2018-10-01 06:15:43+00:00,1046644813679022080,@BSNLCorporate @BSNL_MH number 9422065587. i had paid the bill through @GooglePay on 22nd Sep. Money has been debited. Customer care says system do not show as bill paid. Kindly investigate and mark my bill paid and i should get msg. i had provides tx details. dm to resend.@TRAI,PratikP70640074
