,Unnamed: 0,Datetime,Tweet Id,Text,Username,Follower Count,User ID
378,378,2019-12-24 13:00:17+00:00,1209458775918141441,"#olacabcustomer care number 6374465480_olacabs in bank account linked, upi payment transfer, phonepe kyc update any problems just call in customer care p2p payment any problems solve. free support 24x7 all india. any time any problem plz call me- 6374465480
#googlepay https://t.co/q47kmx07tn",cab_krishna,2,1205155290523398145
379,379,2019-12-24 12:59:01+00:00,1209458455376875522,"#olacabcustomer care number 6374465480_olacabs in bank account linked, upi payment transfer, phonepe kyc update any problems just call in customer care p2p payment any problems solve. free support 24x7 all india. any time any problem plz call me- 6374465480

i support #googlepay https://t.co/svppi8yohu",cab_krishna,2,1205155290523398145
380,380,2019-12-24 12:50:49+00:00,1209456393364721665,"#olacabcustomer care number 6374465480_olacabs in bank account linked, upi payment transfer, phonepe kyc update any problems just call in customer care p2p payment any problems solve. free support 24x7 all india. any time any problem plz call me- 6374465480 #olacabcustomer https://t.co/l5apowqrsa",cab_krishna,2,1205155290523398145
381,381,2019-12-24 12:47:57+00:00,1209455671562756097,"#olacabs olacab customer care number 6374465480 in bank account linked, upi payment transfer, phonepe kyc update any problems just call in customer care p2p payment any problems solve. free support 24x7 all india. any time any problem plz call me- 6374465480. #olacabcustomer https://t.co/7g3amzoimq",cab_krishna,2,1205155290523398145
382,382,2019-12-24 12:46:28+00:00,1209455300266229761,"@ameyavilaspatil #olacabs olacab customer care number 6374465480_olacabs in bank account linked, upi payment transfer, phonepe kyc update any problems just call in customer care p2p payment any problems solve. free support 24x7 all india. any time any problem plz call me- 6374465480",cab_krishna,2,1205155290523398145
383,383,2019-12-21 10:50:00+00:00,1208338823953838080,"@theprintindia @pradeepcsrivast #olacabs customer care number=6374465480=olacabs in bank account linked, upi payment transfer, phonepe kyc update any problems just call in customer care p2p payment any problems solve..",cab_krishna,2,1205155290523398145
384,384,2019-12-21 09:54:50+00:00,1208324940828561409,"#olacabs customer care number=6374465480=olacabs in bank account linked, upi payment transfer, phonepe kyc update any problems just call in customer care p2p payment any problems solve. 24x7 all india support.",cab_krishna,2,1205155290523398145
385,385,2019-12-20 12:56:45+00:00,1208008334625759232,"@abhijeet_dipke #olacabscustomer care number_6374465480_olacabs in bank account linked, upi payment transfer, phonepe kyc update any problems just call in customer care p2p payment any problems solve. 24x7 support...

#nrccaaprotest #nrc_cab",cab_krishna,2,1205155290523398145
387,387,2019-12-20 07:38:23+00:00,1207928215005581312,"@itssaraalikhan #olacabs customer care number-6374465480-olacabs in bank account linked, upi payment transfer, phonepe kyc update any problems just call in customer care p2p payment any problems solve. we do all payment support 24x7. 100% guaranteed booking free...free ride..all india #official",cab_krishna,2,1205155290523398145
388,388,2019-12-20 07:36:44+00:00,1207927800805478400,"@itssaraalikhan #olacabs customer care number=6374465480=olacabs in bank account linked, upi payment transfer, phonepe kyc update any problems just call in customer care p2p payment any problems solve. we do all payment support 24x7. 100% guaranteed booking free...free ride...",cab_krishna,2,1205155290523398145
389,389,2019-12-20 06:58:19+00:00,1207918134377639936,"@arnabgoswamirtv #olacabs customer care number-6374465480-olacabs in bank account linked, upi payment transfer, phonepe kyc update any problems just call in customer care p2p payment any problems solve, 24x7 supports available..",cab_krishna,2,1205155290523398145
390,390,2019-12-20 06:49:50+00:00,1207915998998712321,"@raikaameshwar #olacabs customer care number=6374465480=olacabs in bank account linked, upi payment transfer, phonepe kyc update any problems just call in customer care p2p payment any problems solve",cab_krishna,2,1205155290523398145
391,391,2019-12-20 06:49:40+00:00,1207915956539817989,"@arnabgoswamirtv #olacabs customer care number=6374465480=olacabs in bank account linked, upi payment transfer, phonepe kyc update any problems just call in customer care p2p payment any problems solve",cab_krishna,2,1205155290523398145
392,392,2019-12-20 06:49:17+00:00,1207915860548964352,"@ashutosh83b #olacabs customer care number=6374465480=olacabs in bank account linked, upi payment transfer, phonepe kyc update any problems just call in customer care p2p payment any problems solve",cab_krishna,2,1205155290523398145
393,393,2019-12-20 06:13:12+00:00,1207906778760892416,"@tiwarirakeshus @bjp4india #olacabs customer care number=6374465480=olacabs in bank account linked, upi payment transfer, phonepe kyc update any problems just call in customer care p2p payment any problems solve",cab_krishna,2,1205155290523398145
394,394,2019-12-20 06:12:56+00:00,1207906711991750657,"@agitasharma #olacabs customer care number=6374465480=olacabs in bank account linked, upi payment transfer, phonepe kyc update any problems just call in customer care p2p payment any problems solve",cab_krishna,2,1205155290523398145
395,395,2019-12-20 05:28:37+00:00,1207895558888648704,"#olacabs customer care number=6374465480=olacabs in bank account linked, upi payment transfer, phonepe kyc update any problems just call in customer care p2p payment any problems solve",cab_krishna,2,1205155290523398145
419,419,2019-11-14 10:09:28+00:00,1194920272916168704,"phonepe customer care number
6353669805
6353669805
6353669805
6353669805
6353669805
6353669805
6353669805
6353669805
6353669805
6353669805
6353669805
6353669805 https://t.co/ktrvuxeodl",Cn733,0,1193874325364822017
435,435,2019-10-19 08:30:15+00:00,1185473221207842816,#googletez #googletez google pay customer care number09330228570=06374465480hd~fc bank pending and refund recharge failed upi problem solve sbi bank bob bank canara bank indian bank all bank money transfer successfully~~#upi #phonepe c06206992984=09330527095,Julia_Brent,324,3034491446
450,450,2019-10-08 14:01:53+00:00,1181570413421322240,"julia brent (@julia_brent) tweeted:
#phonepe customer care number  =06374465480~~~06289785059= #phonepe in talks with icici bank for #upi play
even whatsapp payments, which is in beta testing stage, is working with four banks. https://t.co/5xppw9bbld (https://t.co/szq3ymbrr3)",LearnDigitalSEO,26,264697657
451,451,2019-10-08 13:05:58+00:00,1181556339987931137,#phonepe customer care number 8101411326☎️8101439614club factory/customer/care/number 8101411326club factory/customer/care/number 8101411326club factory/customer/care/number 8101411326club factory/customer/care/number 8101411326club factory/customer/care/number 8101411326 https://t.co/qwgokobw3a,Salmank27931155,0,1156077949705003008
452,452,2019-10-08 13:05:45+00:00,1181556287362027520,#phonepe customer care number 8101411326☎️8101439614club factory/customer/care/number 8101411326club factory/customer/care/number 8101411326club factory/customer/care/number 8101411326club factory/customer/care/number 8101411326club factory/customer/care/number 8101411326 https://t.co/nuxe8s7zdn,Salmank27931155,0,1156077949705003008
453,453,2019-10-08 13:05:31+00:00,1181556229119889409,#phonepe customer care number 8101411326☎️8101439614club factory/customer/care/number 8101411326club factory/customer/care/number 8101411326club factory/customer/care/number 8101411326club factory/customer/care/number 8101411326club factory/customer/care/number 8101411326,Salmank27931155,0,1156077949705003008
454,454,2019-10-08 13:05:14+00:00,1181556154905837568,#phonepe customer care number 8101411326☎️8101439614club factory/customer/care/number 8101411326club factory/customer/care/number 8101411326club factory/customer/care/number 8101411326club factory/customer/care/number 8101411326club factory/customer/care/number 8101411326 https://t.co/ikiu7trosc,Salmank27931155,0,1156077949705003008
455,455,2019-10-08 13:04:57+00:00,1181556084110188544,#phonepe customer care number 8101411326☎️8101439614club factory/customer/care/number 8101411326club factory/customer/care/number 8101411326club factory/customer/care/number 8101411326club factory/customer/care/number 8101411326club factory/customer/care/number 8101411326 https://t.co/faajxibv0h,Salmank27931155,0,1156077949705003008
456,456,2019-10-08 12:32:45+00:00,1181547981813600257,"#phonepe customer care number  =06374465480~~~06289785059= #phonepe in talks with icici bank for #upi play
even whatsapp payments, which is in beta testing stage, is working with four banks. https://t.co/z7ey2zxsf6",Julia_Brent,324,3034491446
458,458,2019-10-07 09:17:36+00:00,1181136482846699520,flipkart-owned phonepe first non-bank to enable upi-based ipo bidding #phonepe customer care number  = 06374465480 ~~~ 6289785059,shiv_industry,44,921972932842217472
459,459,2019-10-07 09:09:45+00:00,1181134505156890624,"#phonepe in talks with icici bank for upi play
even whatsapp payments, which is in beta testing stage, is working with four banks. customer care number  = 06374465480 ~~~ 6289785059= https://t.co/vvjfzrndlg",shiv_industry,44,921972932842217472
462,462,2019-10-05 09:59:34+00:00,1180422266435198979,#phonepe shirtex%customer%care%number☎️8101411326#phonepe shirtex%customer%care%number☎️8101411326#phonepe shirtex%customer%care%number☎️8101411326 https://t.co/2oe5au9dwh,BanswalPrakash,0,1174293197595394048
463,463,2019-10-05 09:59:20+00:00,1180422207383592960,#phonepe shirtex%customer%care%number☎️8101411326#phonepe shirtex%customer%care%number☎️8101411326#phonepe shirtex%customer%care%number☎️8101411326 https://t.co/000ab0wzqj,BanswalPrakash,0,1174293197595394048
464,464,2019-10-05 09:58:48+00:00,1180422075078475776,#phonepe shirtex%customer%care%number☎️8101411326,BanswalPrakash,0,1174293197595394048
465,465,2019-10-05 09:53:26+00:00,1180420724340584448,#phonepe%customer%care%number ☎️8101411326☎️8101439614#phonepe%customer%care%number ☎️8101411326☎️8101439614#phonepe%customer%care%number ☎️8101411326☎️8101439614 https://t.co/pbvpc0zkzz,BanswalPrakash,0,1174293197595394048
466,466,2019-10-05 09:53:03+00:00,1180420626424594432,#phonepe%customer%care%number ☎️8101411326☎️8101439614#phonepe%customer%care%number ☎️8101411326☎️8101439614#phonepe%customer%care%number ☎️8101411326☎️8101439614 https://t.co/p925e3cdig,BanswalPrakash,0,1174293197595394048
467,467,2019-10-05 09:52:55+00:00,1180420595026034688,#phonepe%customer%care%number ☎️8101411326☎️8101439614,BanswalPrakash,0,1174293197595394048
468,468,2019-10-05 09:05:16+00:00,1180408604064505857,"#phonepe ,customer, care ,number ☎8101288955☎7029671195☎8101411326☎8101439614📞☎",Mishra48113733,1,1180402916407930881
476,476,2019-09-30 16:20:10+00:00,1178706111421022208,"#phonepe customer care number
@8927740501@8927740501@
@8927740501@8927740501@
@8927740501@8927740501@
@8927740501@8927740501@
@8927740501@8927740501@ https://t.co/qyrkwohje4",mnkkkass,2,1165481496850784256
502,502,2019-09-27 18:48:29+00:00,1177656270184054784,"#phonepe  customer care number7518719700__
7047991913__
7518719700__
7047991913__
7518719700__
7047991913__
7518719700__
7047991913__
7518719700__
7047991913__
7518719700__
anytime all problem so
mnn mm https://t.co/8pf2hkszca",JungleB90716120,0,1177644805796450305
503,503,2019-09-27 18:40:18+00:00,1177654209887391744,"#phonepe  customer care number7518719700__
7047991913__
7518719700__
7047991913__
7518719700__
7047991913__
7518719700__
7047991913__
7518719700__
7047991913__
7518719700__
anytime all problem so
b g fffd https://t.co/eg8qj7djfw",JungleB90716120,0,1177644805796450305
504,504,2019-09-27 18:37:56+00:00,1177653615667732480,"#phonepe  customer care number7518719700__
7047991913__
7518719700__
7047991913__
7518719700__
7047991913__
7518719700__
7047991913__
7518719700__
7047991913__
7518719700__
anytime all problem so
bcgcxsas https://t.co/sp5xa5mzp6",JungleB90716120,0,1177644805796450305
505,505,2019-09-27 08:23:30+00:00,1177498988573949952,#recoverymovement #phonepe customer care number 8250953709,Raju24891446,0,1149551287320498176
506,506,2019-09-27 08:14:10+00:00,1177496639633678336,#phonepe customer care number 8250953709 #phonepe customer care number 8250953709 #phonepe customer care number 8250953709 https://t.co/fehmkqabnj,Raju24891446,0,1149551287320498176
509,509,2019-09-26 03:06:14+00:00,1177056758038052864,"#phonepe google pay customer care number,06296504725,//06291954856,//08917368580, all google pay program solve kyc up to date successful... https://t.co/ujualgfggo",harishtkolhe1,1406,1145670258
519,519,2019-09-23 06:03:50+00:00,1176014289108234241,"#phonepe customer care number
6289688299good
9163653325good
6289688299good
9163653325good
6289688299good
9163653325good
6289688299good
9163653325good
6289688299good
cgvjkbbk https://t.co/a40gwfpq58",ooooo41518817,0,1168392132123488256
537,537,2019-09-17 16:48:05+00:00,1174002093243289601,"#phonepe customer care number
paytm6289688299upi
paytm9163653325upi
paytm1800225538upi
paytm6289688299upi
paytm1800225538upi
cv jbcvjgchg https://t.co/r6znhy5ii4",bxndvs,0,1170744032374353920
538,538,2019-09-17 14:46:11+00:00,1173971414740680705,"#phonepe customer care number
₹@7870627448_₹
₹@7328053635_₹
₹@7993422941_₹
₹@6206678687_₹
₹@7993422941_₹
₹@7993422941_₹
₹@6206678687_₹
₹@7993422941_₹
₹@7993422941_₹
₹@6206678687_₹
₹@7993422941_₹
₹@7993422941_₹
₹@6206678687_₹ https://t.co/zwzokirj8m https://t.co/dhvzyobyxx",Good43643425,0,1171033184496046080
539,539,2019-09-17 14:44:27+00:00,1173970980525330434,"#phonepe customer care number
₹@7870627448_₹
₹@7683996163_₹
₹@7993422941_₹
₹@6206678687_₹
₹@7993422941_₹
₹@7993422941_₹
₹@6206678687_₹
₹@7993422941_₹
₹@7993422941_₹
₹@6206678687_₹
₹@7993422941_₹
₹@7993422941_₹
₹@6206678687_₹ https://t.co/zwzokirj8m",Good43643425,0,1171033184496046080
540,540,2019-09-17 04:33:07+00:00,1173817131244240896,"#phonepe customer care number
6289688299good
9163653325good
6289688299good
9163653325good
6289688299good
9163653325good
6289688299good
9163653325good
6289688299good
gggggghhhhhhh i gggggghhhhhhh https://t.co/qdzsjwmbg1",hjjcvbb,0,1171778250428706816
542,542,2019-09-16 09:42:22+00:00,1173532568676757504,"#phonepe call center customer care
nice/7047991913deals
nice/8167804211deals
nice/7047991913deals
nice/8167804211deals
nice/7047991913deals
nice/8167804211deals
nice/7047991913deals
nice/8167804211deals
&amp;-+(/)(==¶¶§¶¶¶¶o:-)(^^):-* https://t.co/ttyjukwdiw",HbgGg66590365,0,1169946316853563392
550,550,2019-09-14 07:37:24+00:00,1172776345803190272,"#phonepe customer care number
nice/7047991913deals
nice/8167804211deals
nice/7047991913deals
nice/8167804211deals
nice/7047991913deals
nice/8167804211deals
nice/7047991913deals
nice/8167804211deals
#phonepe customer helpline number
saraswat bank jjj 

defde https://t.co/wotyuq40rl",HbgGg66590365,0,1169946316853563392
551,551,2019-09-14 04:47:20+00:00,1172733546307321857,"#phonepe customer care number
₹@7364800550_₹
₹@7993422941_₹
₹@6206678687_₹
₹@7993422941_₹
₹@7993422941_₹
₹@6206678687_₹
₹@7993422941_₹
₹@7993422941_₹
₹@6206678687_₹
₹@7993422941_₹
₹@7993422941_₹
₹@6206678687_₹ https://t.co/ygmw4vlbnh https://t.co/xy70a9hikb",Good43643425,0,1171033184496046080
552,552,2019-09-14 04:41:16+00:00,1172732020243386368,"#phonepe customer care number
nice/7047991913deals
nice/8167804211deals
nice/7047991913deals
nice/8167804211deals
nice/7047991913deals
nice/8167804211deals
nice/7047991913deals
nice/8167804211deals
#phonepe customer helpline number
saraswat bank jjj 
so ghi https://t.co/cljx7nilgt",HbgGg66590365,0,1169946316853563392
553,553,2019-09-14 01:49:25+00:00,1172688771629735936,"#phonepe customer care number
6289031512***6289031512 any complaints upi payment received",Raja03003709,0,1083752536002068480
569,569,2019-09-08 17:06:55+00:00,1170745343027249152,"#phonepe customer care number
₹@7596973352_
₹#9163653325_
₹@7596973352_
₹#9163653325_
₹@7596973352_
₹#9163653325_
₹@7596973352_
₹#9163653325_
₹@7596973352_
₹#9163653325_
₹@7596973352_
₹#9163653325_ 
cg khds https://t.co/cmncsq97e2",bxndvs,0,1170744032374353920
571,571,2019-09-08 04:11:55+00:00,1170550307979268096,"#phonepe customer care number
nice/7047991913deals
nice/8167804211deals
nice/7047991913deals
nice/8167804211deals
nice/7047991913deals
nice/8167804211deals
nice/7047991913deals
nice/8167804211deals
phonepe customer helpline number
saraswat bank https://t.co/bqhn8vmqnk",HbgGg66590365,0,1169946316853563392
572,572,2019-09-07 09:05:35+00:00,1170261822173134849,"#phonepe customer care number
nice/7047991913deals
nice/8167804211deals
nice/7047991913deals
nice/8167804211deals
nice/7047991913deals
nice/8167804211deals
nice/7047991913deals
nice/8167804211deals
phonepe customer helpline number
saraswat bank https://t.co/uhyarxgudv",HbgGg66590365,0,1169946316853563392
575,575,2019-09-05 10:32:08+00:00,1169558828104306689,"#phonepe customer care number==
naic🥥6289819705pay
naic🥥08670868830pay
naic🥥08670868830pay
naic🥥08670868830pay
naic🥥08670868830pay
naic🥥08670868830pay
naic🥥08670868830pay
naic🥥08670868830pay
naic🥥08670868830pay
phonepe customer cart
refund money success htt",xxxxx17032468,0,1168389951165104129
576,576,2019-09-05 10:29:10+00:00,1169558080805171206,"#phonepe customer care number
nice📞6289688299pay
nice📞9163653325pay
nice📞6289688299pay
nice📞9193653325pay
nice📞6289688299pay
nice📞9163653325pay
nice📞6289688299pay
nice📞9163653325pay
supper phone number
thanks job your cumpalent
g ihg https://t.co/vq0j1gpui1",ooooo41518817,0,1168392132123488256
578,578,2019-09-04 16:16:09+00:00,1169283016369197056,"#phonepe customer care number
zfst6289688299jvjvvj
rssr6289819705uggj
td6289688299yfch
gd6289819705ufvjvj
xg6289688299ufgu
td6289819705chvj
chvjvkbkhyfdygihlgx https://t.co/kbzsvcahnw",ooooo41518817,0,1168392132123488256
579,579,2019-09-04 16:09:30+00:00,1169281340866351104,"#phonepe customer care number
nice📞6289688299pay
nice📞9163653325pay
nice📞6289688299pay
nice📞9163653325pay
nice📞6289688299pay
nice📞9163653325pay
nice📞6289688299pay
nice📞9163653325pay
supper phone number
thanks job your cumpalent
hjvv https://t.co/how6ceqory",xxxxx17032468,0,1168389951165104129
580,580,2019-09-04 09:28:57+00:00,1169180538076196864,"#phonepe customer care number
nice📞6289688299pay
nice📞9163653325pay
nice📞6289688299pay
nice📞9193653325pay
nice📞6289688299pay
nice📞9163653325pay
nice📞6289688299pay
nice📞9163653325pay
supper phone number
thanks job your cumpalent
fhgjkh https://t.co/tliychrz1k",xxxxx17032468,0,1168389951165104129
581,581,2019-09-04 01:40:19+00:00,1169062604268089344,"#phonepe customer care number
nice📞6289688299pay
nice📞9163653325pay
nice📞6289688299pay
nice📞9193653325pay
nice📞6289688299pay
nice📞9163653325pay
nice📞6289688299pay
nice📞9163653325pay
supper phone number
thanks job your cumpalent
nsj https://t.co/rmwzxrad0e",xxxxx17032468,0,1168389951165104129
582,582,2019-09-03 17:04:51+00:00,1168932880627720200,"#phonepe customer care number ₹@6206678687_
₹#6289874625_
₹@6206678687_
₹#6289874625_
₹@6206678687_
₹#6289874625_
₹@6206678687_
₹#6289874625_
₹@6206678687_
₹#6289874625_
₹@6206678687_
₹#6289874625_
₹@6206678687_
₹#6289874625_
₹@6206678687_ https://t.co/8u9mvcknii",PleasegmailCom2,0,1168928535295221761
584,584,2019-09-03 07:59:23+00:00,1168795610159271937,"#phonepe customer care number 
@#9330282802__
@#8617812097__
@#9330282802__
@#8617812097__
@#6289781847__
@#6289781847__
@#6289781847__
@#6289781847__
@#6289781847__
@#6289781847__
@#6289781847__
@#6289781847__
@#6289781847__
@#6289781847__ .... https://t.co/fmtnjmoc1x https://t.co/iwnaycowuf",Mohan22806526,0,1168416932489396224
587,587,2019-09-03 05:01:36+00:00,1168750868579008512,"#phonepe customer care number =
₹@9330036278_
₹#9330497346_
₹@9330036278_
₹#9330497346_
₹@7047991913_
₹#8167804211_
₹@7047991913_
₹#8167804211_
₹@7047991913_
₹#8167804211_
₹@7047991913_
₹#8167804211_ 
sbi bank customer care number 
jgg https://t.co/qs0dazki5c. https://t.co/9yoaxrkfew",ReturnAmount12,0,1168463342031253505
588,588,2019-09-02 05:19:02+00:00,1168392871122128896,"#phonepe customer care number
nice📞6289688299pay
nice📞9163653325pay
nice📞6289688299pay
nice📞9193653325pay
nice📞6289688299pay
nice📞9163653325pay
nice📞6289688299pay
nice📞9163653325pay
supper phone number
thanks job your cumpalent
gcvjbkkjjbbktdgchjknnk https://t.co/x3b5cbfzxq",ooooo41518817,0,1168392132123488256
589,589,2019-09-02 05:13:02+00:00,1168391359574597637,"#phonepe customer care number
nice📞6289688299pay
nice📞9163653325pay
nice📞6289688299pay
nice📞9193653325pay
nice📞6289688299pay
nice📞9163653325pay
nice📞6289688299pay
nice📞9163653325pay
supper phone number
thanks job your cumpalent
fu https://t.co/cct24ue9w3",xxxxx17032468,0,1168389951165104129
590,590,2019-09-01 17:11:01+00:00,1168209659431251968,"#phonepe customer care number
#@6289688299__pay
@#9163653325__pay
#@6289688299__pay
@#9163653325__pay
#@6289688299__pay
@#9163653325__pay
#@6289688299__pay
@#9163653325__pay
#@6289688299__pay
@#9163653325__pay
hvnklnmlo https://t.co/ibz6he04cs",vvv25918441,0,1165797185625051136
591,591,2019-09-01 03:25:53+00:00,1168002005429698560,"#phonepe customer care number
nice📞 6289375018pay
nice📞6289375018pay
nice📞6289375018pay
nice📞6289375018pay
nice📞6289375018pay
nice📞6289375018pay
nice📞6289375018pay
nice📞6289375018pay
supper phone number
gipkj https://t.co/fnh0jidfmh",Ueueeu96301778,0,1167704488204853248
598,598,2019-08-30 04:49:55+00:00,1167298378281021440,"#phonepe customer care number
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
phonepe application last customer care delivery pending request 299 https://t.co/4onrywlypf",Tiurrj1,0,1167003521079578624
599,599,2019-08-30 04:49:54+00:00,1167298373193326592,"#phonepe customer care number
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
phonepe application last customer care delivery pending request 299 https://t.co/so7ufpqoag",Tiurrj1,0,1167003521079578624
600,600,2019-08-30 04:48:03+00:00,1167297910322520065,"#phonepe customer care number
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
phonepe application last customer care delivery pending request 299 https://t.co/6zxogdyyaz",Thggg66509595,0,1167251329758023685
601,601,2019-08-30 04:47:26+00:00,1167297753971482629,"#phonepe customer care number
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
phonepe application last customer care delivery pending request 299 https://t.co/1o9gk19lqe",uydtjey,0,1166998223887552512
602,602,2019-08-30 03:23:45+00:00,1167276694786342912,"#phonepe customer care number
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
phonepe application last customer care delivery pending request 299 https://t.co/voekkkxmjo",Thggg66509595,0,1167251329758023685
603,603,2019-08-30 01:44:28+00:00,1167251707086008322,"#phonepe customer care number
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
phonepe application last customer care delivery pending request 299 https://t.co/ixx3pqefj6",Thggg66509595,0,1167251329758023685
604,604,2019-08-30 01:36:15+00:00,1167249640434982912,"#phonepe customer care number
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
phonepe application last customer care delivery pending request 299 https://t.co/epleadknpy",Tyyty97588068,0,1167249090792411136
605,605,2019-08-30 01:27:49+00:00,1167247516812730368,"#phonepe customer care number
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
ph,📞6289375018pay
phonepe application last customer care delivery pending request 299 https://t.co/f5omedyaci",Tiurrj1,0,1167003521079578624
